ReactionID,MinFlux,MaxFlux,Compartment
MAR05739,0,1000,Transport reactions
MAR05740,0,1000,Transport reactions
MAR05741,0,1000,Transport reactions
MAR05742,0,1000,Transport reactions
MAR05743,0,1000,Transport reactions
MAR05744,0,1000,Transport reactions
MAR05745,0,1000,Transport reactions
MAR05746,0,1000,Transport reactions
MAR05747,0,1000,Transport reactions
MAR05748,0,1000,Transport reactions
MAR05749,0,1000,Transport reactions
MAR05750,0,1000,Transport reactions
MAR05751,0,1000,Transport reactions
MAR05752,0,1000,Transport reactions
MAR05753,0,1000,Transport reactions
MAR05754,0,1000,Transport reactions
MAR05755,0,1000,Transport reactions
MAR05756,0,1000,Transport reactions
MAR05757,0,1000,Transport reactions
MAR05758,0,1000,Transport reactions
MAR05759,0,1000,Transport reactions
MAR05760,0,1000,Transport reactions
MAR05761,0,1000,Transport reactions
MAR05762,0,1000,Transport reactions
MAR05763,0,1000,Transport reactions
MAR05764,0,1000,Transport reactions
MAR05765,0,1000,Transport reactions
MAR05766,0,1000,Transport reactions
MAR05767,0,1000,Transport reactions
MAR05768,0,1000,Transport reactions
MAR05769,0,1000,Transport reactions
MAR05770,0,1000,Transport reactions
MAR05771,0,1000,Transport reactions
MAR05772,0,1000,Transport reactions
MAR05773,0,1000,Transport reactions
MAR05774,0,1000,Transport reactions
MAR05775,0,1000,Transport reactions
MAR05776,0,1000,Transport reactions
MAR05777,0,1000,Transport reactions
MAR05778,0,1000,Transport reactions
MAR05779,0,1000,Transport reactions
MAR05780,0,1000,Transport reactions
MAR05781,0,1000,Transport reactions
MAR05782,0,1000,Transport reactions
MAR05783,0,1000,Transport reactions
MAR05784,0,1000,Transport reactions
MAR05785,0,1000,Transport reactions
MAR05786,0,1000,Transport reactions
MAR05787,0,1000,Transport reactions
MAR05788,0,1000,Transport reactions
MAR05789,0,1000,Transport reactions
MAR05790,0,1000,Transport reactions
MAR05791,0,1000,Transport reactions
MAR05792,0,1000,Transport reactions
MAR05793,0,1000,Transport reactions
MAR05794,0,1000,Transport reactions
MAR05795,0,1000,Transport reactions
MAR05796,0,1000,Transport reactions
MAR05797,0,1000,Transport reactions
MAR05798,0,1000,Transport reactions
MAR05799,0,1000,Transport reactions
MAR05800,0,1000,Transport reactions
MAR05801,0,1000,Transport reactions
MAR05802,0,1000,Transport reactions
MAR05803,0,1000,Transport reactions
MAR05804,0,1000,Transport reactions
MAR05805,0,1000,Transport reactions
MAR05806,0,1000,Transport reactions
MAR05807,0,1000,Transport reactions
MAR05808,0,1000,Transport reactions
MAR05809,0,1000,Transport reactions
MAR05810,0,1000,Transport reactions
MAR05811,0,1000,Transport reactions
MAR05812,0,1000,Transport reactions
MAR05813,0,1000,Transport reactions
MAR05814,0,1000,Transport reactions
MAR05815,0,1000,Transport reactions
MAR05816,0,1000,Transport reactions
MAR05817,0,1000,Transport reactions
MAR05818,0,1000,Transport reactions
MAR05819,0,1000,Transport reactions
MAR05820,0,1000,Transport reactions
MAR05821,0,1000,Transport reactions
MAR05822,0,1000,Transport reactions
MAR05823,0,1000,Transport reactions
MAR05824,0,1000,Transport reactions
MAR05825,0,1000,Transport reactions
MAR05826,0,1000,Transport reactions
MAR05827,0,1000,Transport reactions
MAR05828,0,1000,Transport reactions
MAR05829,0,1000,Transport reactions
MAR05830,0,1000,Transport reactions
MAR05831,0,1000,Transport reactions
MAR05832,0,1000,Transport reactions
MAR05833,0,1000,Transport reactions
MAR05834,0,1000,Transport reactions
MAR05835,0,1000,Transport reactions
MAR05836,0,1000,Transport reactions
MAR05837,0,1000,Transport reactions
MAR05838,0,1000,Transport reactions
MAR05839,0,1000,Transport reactions
MAR05840,0,1000,Transport reactions
MAR05841,0,1000,Transport reactions
MAR05842,0,1000,Transport reactions
MAR05843,0,1000,Transport reactions
MAR05844,0,1000,Transport reactions
MAR05845,0,1000,Transport reactions
MAR05846,0,1000,Transport reactions
MAR05847,0,1000,Transport reactions
MAR05848,0,1000,Transport reactions
MAR05849,0,1000,Transport reactions
MAR05850,0,1000,Transport reactions
MAR05851,0,1000,Transport reactions
MAR05852,0,1000,Transport reactions
MAR05853,0,1000,Transport reactions
MAR05854,0,1000,Transport reactions
MAR05855,0,1000,Transport reactions
MAR05856,0,1000,Transport reactions
MAR05857,0,1000,Transport reactions
MAR05858,0,1000,Transport reactions
MAR05859,0,1000,Transport reactions
MAR05860,0,1000,Transport reactions
MAR05861,0,1000,Transport reactions
MAR05862,0,1000,Transport reactions
MAR05863,0,1000,Transport reactions
MAR05864,0,1000,Transport reactions
MAR05865,0,1000,Transport reactions
MAR05866,0,1000,Transport reactions
MAR05867,0,1000,Transport reactions
MAR05868,0,1000,Transport reactions
MAR05869,0,1000,Transport reactions
MAR05870,0,1000,Transport reactions
MAR05871,0,1000,Transport reactions
MAR05872,0,1000,Transport reactions
MAR05873,0,1000,Transport reactions
MAR05874,0,1000,Transport reactions
MAR05875,0,1000,Transport reactions
MAR05876,0,1000,Transport reactions
MAR05877,0,1000,Transport reactions
MAR05878,0,1000,Transport reactions
MAR05879,0,1000,Transport reactions
MAR05880,0,1000,Transport reactions
MAR05881,0,1000,Transport reactions
MAR05882,0,1000,Transport reactions
MAR05883,0,1000,Transport reactions
MAR05884,0,1000,Transport reactions
MAR05885,0,1000,Transport reactions
MAR05886,0,1000,Transport reactions
MAR05887,0,1000,Transport reactions
MAR05888,0,1000,Transport reactions
MAR05889,0,1000,Transport reactions
MAR05890,0,1000,Transport reactions
MAR05891,0,1000,Transport reactions
MAR05892,0,1000,Transport reactions
MAR05893,0,1000,Transport reactions
MAR05894,0,1000,Transport reactions
MAR05895,0,1000,Transport reactions
MAR05896,0,1000,Transport reactions
MAR05897,0,1000,Transport reactions
MAR05898,0,1000,Transport reactions
MAR05899,0,1000,Transport reactions
MAR05900,0,1000,Transport reactions
MAR05901,0,1000,Transport reactions
MAR05902,0,1000,Transport reactions
MAR05903,0,1000,Transport reactions
MAR05904,0,1000,Transport reactions
MAR05905,0,1000,Transport reactions
MAR05906,0,1000,Transport reactions
MAR05907,0,1000,Transport reactions
MAR05908,0,1000,Transport reactions
MAR05909,0,1000,Transport reactions
MAR05910,0,1000,Transport reactions
MAR05911,0,1000,Transport reactions
MAR05912,0,1000,Transport reactions
MAR05913,0,1000,Transport reactions
MAR05914,0,1000,Transport reactions
MAR05915,0,1000,Transport reactions
MAR05916,0,1000,Transport reactions
MAR05917,0,1000,Transport reactions
MAR05918,0,1000,Transport reactions
MAR05919,0,1000,Transport reactions
MAR05920,0,1000,Transport reactions
MAR05921,0,1000,Transport reactions
MAR05922,0,1000,Transport reactions
MAR05923,0,1000,Transport reactions
MAR05924,0,1000,Transport reactions
MAR05925,0,1000,Transport reactions
MAR05926,0,1000,Transport reactions
MAR05927,0,1000,Transport reactions
MAR05928,0,1000,Transport reactions
MAR05929,0,1000,Transport reactions
MAR05930,0,1000,Transport reactions
MAR05931,0,1000,Transport reactions
MAR05932,0,1000,Transport reactions
MAR05933,0,1000,Transport reactions
MAR05934,0,1000,Transport reactions
MAR05935,0,1000,Transport reactions
MAR05936,0,1000,Transport reactions
MAR05937,0,1000,Transport reactions
MAR05938,0,1000,Transport reactions
MAR05939,0,1000,Transport reactions
MAR05940,0,1000,Transport reactions
MAR05941,0,1000,Transport reactions
MAR05942,0,1000,Transport reactions
MAR05943,0,1000,Transport reactions
MAR05944,0,1000,Transport reactions
MAR05945,0,1000,Transport reactions
MAR05946,0,1000,Transport reactions
MAR05947,0,1000,Transport reactions
MAR05948,0,1000,Transport reactions
MAR05949,0,1000,Transport reactions
MAR05950,0,1000,Transport reactions
MAR05951,0,1000,Transport reactions
MAR05952,0,1000,Transport reactions
MAR05953,0,1000,Transport reactions
MAR05954,0,1000,Transport reactions
MAR05955,0,1000,Transport reactions
MAR05956,0,1000,Transport reactions
MAR05957,0,1000,Transport reactions
MAR05958,0,1000,Transport reactions
MAR05959,0,1000,Transport reactions
MAR05960,0,1000,Transport reactions
MAR05961,0,1000,Transport reactions
MAR05962,0,1000,Transport reactions
MAR05963,0,1000,Transport reactions
MAR05964,0,1000,Transport reactions
MAR05965,0,1000,Transport reactions
MAR05966,0,1000,Transport reactions
MAR05967,0,1000,Transport reactions
MAR05968,0,1000,Transport reactions
MAR05969,0,1000,Transport reactions
MAR05970,0,1000,Transport reactions
MAR05971,0,1000,Transport reactions
MAR05972,0,1000,Transport reactions
MAR05973,0,1000,Transport reactions
MAR05974,0,1000,Transport reactions
MAR05975,0,1000,Transport reactions
MAR05976,0,1000,Transport reactions
MAR05977,0,1000,Transport reactions
MAR05978,0,1000,Transport reactions
MAR05979,0,1000,Transport reactions
MAR05980,0,1000,Transport reactions
MAR05981,0,1000,Transport reactions
MAR05982,0,1000,Transport reactions
MAR05983,0,1000,Transport reactions
MAR05984,0,1000,Transport reactions
MAR05985,0,1000,Transport reactions
MAR05986,0,1000,Transport reactions
MAR05987,0,1000,Transport reactions
MAR05989,0,1000,Transport reactions
MAR05990,0,1000,Transport reactions
MAR05996,0,0,Transport reactions
MAR05998,0,1000,Transport reactions
MAR06000,-1000,1000,Transport reactions
MAR06001,-1000,1000,Transport reactions
MAR06002,-1000,1000,Transport reactions
MAR06003,-1000,1000,Transport reactions
MAR06004,-1000,1000,Transport reactions
MAR06005,-1000,1000,Transport reactions
MAR06006,-1000,1000,Transport reactions
MAR06007,-1000,1000,Transport reactions
MAR06008,-1000,1000,Transport reactions
MAR06009,-1000,1000,Transport reactions
MAR06010,-1000,1000,Transport reactions
MAR06011,-1000,1000,Transport reactions
MAR06012,-1000,1000,Transport reactions
MAR06013,-1000,1000,Transport reactions
MAR06014,-1000,1000,Transport reactions
MAR06015,-1000,1000,Transport reactions
MAR06016,-1000,1000,Transport reactions
MAR06017,-1000,1000,Transport reactions
MAR06018,-1000,1000,Transport reactions
MAR06019,-1000,1000,Transport reactions
MAR06020,-1000,1000,Transport reactions
MAR06021,-1000,1000,Transport reactions
MAR06022,-1000,1000,Transport reactions
MAR06023,-1000,1000,Transport reactions
MAR06024,-1000,1000,Transport reactions
MAR06025,-1000,1000,Transport reactions
MAR06026,-1000,1000,Transport reactions
MAR06027,-1000,1000,Transport reactions
MAR06028,-1000,1000,Transport reactions
MAR06029,-1000,1000,Transport reactions
MAR06030,-1000,1000,Transport reactions
MAR06031,-1000,1000,Transport reactions
MAR06032,-1000,1000,Transport reactions
MAR06033,-1000,1000,Transport reactions
MAR06034,-1000,1000,Transport reactions
MAR06035,-1000,1000,Transport reactions
MAR06036,-1000,1000,Transport reactions
MAR06037,-1000,1000,Transport reactions
MAR06038,-1000,1000,Transport reactions
MAR06039,-1000,1000,Transport reactions
MAR06040,-1000,1000,Transport reactions
MAR06041,-1000,1000,Transport reactions
MAR06042,-1000,1000,Transport reactions
MAR06043,-1000,1000,Transport reactions
MAR06044,-1000,1000,Transport reactions
MAR06045,-1000,1000,Transport reactions
MAR06046,-1000,1000,Transport reactions
MAR06047,-1000,1000,Transport reactions
MAR06048,-1000,1000,Transport reactions
MAR06049,-1000,1000,Transport reactions
MAR06050,-1000,1000,Transport reactions
MAR06051,-1000,1000,Transport reactions
MAR06052,-1000,1000,Transport reactions
MAR06053,-1000,1000,Transport reactions
MAR06054,-1000,1000,Transport reactions
MAR06063,-0.814391972,0,Transport reactions
MAR06068,-0.821040656,0.049720101,Transport reactions
MAR06075,0,0,Transport reactions
MAR06077,-1.14E-13,0.814382427,Transport reactions
MAR06082,0,0.814279273,Transport reactions
MAR06085,0,0.814279273,Transport reactions
MAR06091,0,0.814279273,Transport reactions
MAR06092,0,0.814382427,Transport reactions
MAR06125,-0.814334234,0,Transport reactions
MAR06191,-0.821086071,0.049720056,Transport reactions
MAR06247,0,0.01,Transport reactions
MAR06253,0,0.02,Transport reactions
MAR06258,-0.814237034,0.01,Transport reactions
MAR06268,0,0.821039596,Transport reactions
MAR06275,0,1000,Transport reactions
MAR06351,0,1000,Transport reactions
MAR06352,0,1000,Transport reactions
MAR06353,0,1000,Transport reactions
MAR06354,0,1000,Transport reactions
MAR06366,0,1000,Transport reactions
MAR06367,0,0.402873699,Transport reactions
MAR06368,0,0.059264003,Transport reactions
MAR06369,0,1000,Transport reactions
MAR06370,0,1000,Transport reactions
MAR06371,0,1000,Transport reactions
MAR06372,0,1000,Transport reactions
MAR06373,0,1000,Transport reactions
MAR06374,0,1000,Transport reactions
MAR06375,0,1000,Transport reactions
MAR06377,0,1000,Transport reactions
MAR06379,0,1000,Transport reactions
MAR06380,0,1000,Transport reactions
MAR06381,0,1000,Transport reactions
MAR06382,0,1000,Transport reactions
MAR06383,0,1000,Transport reactions
MAR06384,0,1000,Transport reactions
MAR06392,0,0.814375686,Transport reactions
MAR06424,-0.000108065,0,Transport reactions
MAR06439,0,0.000108066,Transport reactions
MAR06462,-0.00010803,0,Transport reactions
MAR06474,-0.814278694,0,Transport reactions
MAR06505,-0.816222694,-0.001944,Transport reactions
MAR06512,0,0.093742379,Transport reactions
MAR06516,0,0,Transport reactions
MAR06525,0,1.839364801,Transport reactions
MAR06526,0,500.8142982,Transport reactions
MAR06527,0,1000,Transport reactions
MAR06530,0,500.9248724,Transport reactions
MAR06531,0,0.924872425,Transport reactions
MAR06532,0,1.83924485,Transport reactions
MAR06533,0,500.8142787,Transport reactions
MAR06534,0,0.919622425,Transport reactions
MAR07109,0,0,Transport reactions
MAR07111,0,0,Transport reactions
MAR07115,0,0,Transport reactions
MAR07117,0,0,Transport reactions
MAR07121,0,1.14E-13,Transport reactions
MAR07123,0,0,Transport reactions
MAR07125,0,0,Transport reactions
MAR07127,0,0,Transport reactions
MAR07629,0,0.814278694,Transport reactions
MAR07630,0,1000,Transport reactions
MAR07643,-1000,1000,Transport reactions
MAR07644,-1000,1000,Transport reactions
MAR07645,0,1000,Transport reactions
MAR07650,0,0.008132638,Transport reactions
MAR07666,0.000972,0.001080643,Transport reactions
MAR07680,0,0,Transport reactions
MAR07682,-0.01,0,Transport reactions
MAR07691,0,0.093735866,Transport reactions
MAR07692,0,0.098893648,Transport reactions
MAR07735,-0.806020463,0.009028,Transport reactions
MAR07896,0,0.608316905,Transport reactions
MAR07898,-0.01,0,Transport reactions
MAR07900,-0.01,0,Transport reactions
MAR07902,0,0.919691723,Transport reactions
MAR07904,0,0,Transport reactions
MAR07964,0,0.008131688,Transport reactions
MAR07967,0,0.01,Transport reactions
MAR07982,0,0,Transport reactions
MAR07986,0,0.006340476,Transport reactions
MAR07990,0,0.01,Transport reactions
MAR07994,0,0,Transport reactions
MAR08075,0,1000,Transport reactions
MAR08076,0,0.919661041,Transport reactions
MAR08077,0,0.61310736,Transport reactions
MAR08081,-0.01,1000,Transport reactions
MAR08214,-0.814299622,0,Transport reactions
MAR08225,0,0,Transport reactions
MAR08340,-0.01,0,Transport reactions
MAR08354,0,1000,Transport reactions
MAR08364,0,1.07084008,Transport reactions
MAR08429,0,1000,Transport reactions
MAR08593,-0.01,0,Transport reactions
MAR08612,0.000972,0.001080643,Transport reactions
MAR08633,0,0.814278694,Transport reactions
MAR08658,0,0.002471066,Transport reactions
MAR08670,0,500.8142157,Transport reactions
MAR08676,-1000,1000,Transport reactions
MAR08677,0,1000,Transport reactions
MAR08687,0,0.020610737,Transport reactions
MAR08733,-1000,1000,Transport reactions
MAR08734,-1000,1000,Transport reactions
MAR08736,0,0.924872491,Transport reactions
MAR08760,0,0,Transport reactions
MAR08846,-0.063696034,0,Transport reactions
MAR08850,0,0.01,Transport reactions
MAR08869,0,0,Transport reactions
MAR08901,0,0.218393309,Transport reactions
MAR08917,0,1000,Transport reactions
MAR08925,0,1000,Transport reactions
MAR08929,0,1000,Transport reactions
MAR08934,0,0.814381848,Transport reactions
MAR08935,0,0.814381848,Transport reactions
MAR08939,0,0.814400539,Transport reactions
MAR08940,0,0.814371136,Transport reactions
MAR08941,0,0.814387594,Transport reactions
MAR08942,0,0.81427917,Transport reactions
MAR08943,0,0.814358244,Transport reactions
MAR08944,0,0.814295773,Transport reactions
MAR08945,0,0.814299145,Transport reactions
MAR08946,0,0.814279328,Transport reactions
MAR08947,0,0.814279567,Transport reactions
MAR09173,0,0,Transport reactions
MAR09178,0,0,Transport reactions
MAR09183,0,0,Transport reactions
MAR09184,0,0,Transport reactions
MAR09185,0,0,Transport reactions
MAR09190,0,1000,Transport reactions
MAR09191,0,1000,Transport reactions
MAR09197,0,1000,Transport reactions
MAR09198,0,0.814278694,Transport reactions
MAR09590,0,1000,Transport reactions
MAR09601,0,2.442862465,Transport reactions
MAR09731,0,0,Transport reactions
MAR04312,0,1.313596888,Transport reactions
MAR09015,0,1000,Transport reactions
MAR00158,-1000,1000,Transport reactions
MAR00169,-0.738369671,0.063615122,Transport reactions
MAR00446,0.001944,0.572792186,Transport reactions
MAR00578,0.003888,0.004322572,Transport reactions
MAR00962,0,0,Transport reactions
MAR01145,0,0.014026419,Transport reactions
MAR01243,0,0,Transport reactions
MAR02127,0,0,Transport reactions
MAR02141,0,0.000108064,Transport reactions
MAR02590,0,1000,Transport reactions
MAR03762,-0.036587167,0,Transport reactions
MAR03825,0,0.676680655,Transport reactions
MAR03863,0,0.676680655,Transport reactions
MAR03864,0,0.676680655,Transport reactions
MAR03971,0,1.635460907,Transport reactions
MAR04184,0,0.01939504,Transport reactions
MAR04266,0,0.409083347,Transport reactions
MAR04692,0,0.020887504,Transport reactions
MAR04720,0,0.408111347,Transport reactions
MAR04729,0,0.0147502,Transport reactions
MAR04738,-0.062252009,0,Transport reactions
MAR04743,-0.365164661,0,Transport reactions
MAR04754,0,0.01,Transport reactions
MAR04851,-1000,1000,Transport reactions
MAR04852,-1000,1000,Transport reactions
MAR04854,-1000,1000,Transport reactions
MAR04855,-1000,1000,Transport reactions
MAR04862,0,1.635496479,Transport reactions
MAR04863,-1000,1000,Transport reactions
MAR04864,-1000,1000,Transport reactions
MAR04865,0,1.635456518,Transport reactions
MAR04867,-1000,1000,Transport reactions
MAR04868,-1000,1000,Transport reactions
MAR04870,0,1.635472708,Transport reactions
MAR04871,-1000,1000,Transport reactions
MAR04872,-1000,1000,Transport reactions
MAR04898,-999.3808986,0.721468751,Transport reactions
MAR04914,-1000,1000,Transport reactions
MAR04926,0,1000,Transport reactions
MAR04940,0,1.63544663,Transport reactions
MAR04944,0,0.024537937,Transport reactions
MAR04964,0,1000,Transport reactions
MAR04971,-1000,1000,Transport reactions
MAR04972,-1000,1000,Transport reactions
MAR04977,0,0.53165532,Transport reactions
MAR04997,0,0.830640647,Transport reactions
MAR05006,0.073937213,0.666106919,Transport reactions
MAR05016,0,1.07084008,Transport reactions
MAR05031,-1.628558514,1000,Transport reactions
MAR05033,-0.067318287,0.814278694,Transport reactions
MAR05036,0,1000,Transport reactions
MAR05043,0,1.07084008,Transport reactions
MAR05046,-1000,0.002863802,Transport reactions
MAR05105,0,1.07084008,Transport reactions
MAR05114,0,0.410119972,Transport reactions
MAR05122,0,1.360041724,Transport reactions
MAR05222,0,0,Transport reactions
MAR05227,0.000972,0.001080656,Transport reactions
MAR05292,-1.469597543,0.814367681,Transport reactions
MAR05348,0,1.08084008,Transport reactions
MAR05349,0,1.07084008,Transport reactions
MAR05411,-1000,3.670036168,Transport reactions
MAR05420,0,0.01,Transport reactions
MAR06276,-1000,1000,Transport reactions
MAR06277,-1000,1000,Transport reactions
MAR06286,0,1000,Transport reactions
MAR06287,0,1000,Transport reactions
MAR06288,0,1000,Transport reactions
MAR06289,0,1000,Transport reactions
MAR06290,0,1000,Transport reactions
MAR06291,0,1000,Transport reactions
MAR06292,0,1000,Transport reactions
MAR06293,0,1000,Transport reactions
MAR06294,0,1000,Transport reactions
MAR06295,0,1000,Transport reactions
MAR06296,0,1000,Transport reactions
MAR06297,-1000,1000,Transport reactions
MAR06298,-1000,1000,Transport reactions
MAR06301,0,0.53542004,Transport reactions
MAR06302,0,0.53542004,Transport reactions
MAR06307,0,1.07084008,Transport reactions
MAR06308,0,0.53542004,Transport reactions
MAR06313,0,1.07084008,Transport reactions
MAR06314,0,1.07084008,Transport reactions
MAR06317,0,1.07084008,Transport reactions
MAR06318,0,1.07084008,Transport reactions
MAR06321,0,0.53542004,Transport reactions
MAR06323,0,1.07084008,Transport reactions
MAR06324,0,1000,Transport reactions
MAR06327,0,1.07084008,Transport reactions
MAR06328,-1000,1000,Transport reactions
MAR06330,0,1.635444159,Transport reactions
MAR06331,0,1.635444159,Transport reactions
MAR06332,0,1000,Transport reactions
MAR06333,0,1000,Transport reactions
MAR06334,0,1000,Transport reactions
MAR06335,0,1000,Transport reactions
MAR06336,0,1000,Transport reactions
MAR06337,0,1000,Transport reactions
MAR06338,0,1000,Transport reactions
MAR06339,0,1000,Transport reactions
MAR06340,0,1.628558212,Transport reactions
MAR06341,0,1000,Transport reactions
MAR06342,0,1000,Transport reactions
MAR06343,0,1.628557387,Transport reactions
MAR06391,0,1.635444159,Transport reactions
MAR06431,0,0.000108064,Transport reactions
MAR06438,-0.000108064,-9.72E-05,Transport reactions
MAR06446,0,0.000108064,Transport reactions
MAR06454,9.72E-05,0.000108064,Transport reactions
MAR06469,0,0.00010803,Transport reactions
MAR06481,0,0.00010803,Transport reactions
MAR06521,-1000,1000,Transport reactions
MAR06522,-1000,1000,Transport reactions
MAR06902,0.000972,0.001080646,Transport reactions
MAR07638,0,1000,Transport reactions
MAR07719,-1.628557546,0,Transport reactions
MAR07723,0,0.814278694,Transport reactions
MAR07757,0,0.009772545,Transport reactions
MAR07758,0,0.002695291,Transport reactions
MAR07769,-0.003241932,999.997084,Transport reactions
MAR07804,-1000,1000,Transport reactions
MAR07806,-1000,1000,Transport reactions
MAR07808,-1000,1000,Transport reactions
MAR07810,-1000,1000,Transport reactions
MAR07812,-1000,1000,Transport reactions
MAR07814,-1000,1000,Transport reactions
MAR07815,0,1000,Transport reactions
MAR07816,0,1000,Transport reactions
MAR07818,-1000,1000,Transport reactions
MAR07820,-1000,1000,Transport reactions
MAR07822,-1000,1000,Transport reactions
MAR07824,-1000,1000,Transport reactions
MAR07825,0,1000,Transport reactions
MAR07826,0,1000,Transport reactions
MAR07827,0,1.628748711,Transport reactions
MAR07828,0,1.628748711,Transport reactions
MAR07829,0,1.628748711,Transport reactions
MAR07830,0,1000,Transport reactions
MAR07831,0,1.628748711,Transport reactions
MAR07832,0,1.628748711,Transport reactions
MAR07833,0,1000,Transport reactions
MAR07834,0,1000,Transport reactions
MAR07835,0,1000,Transport reactions
MAR07836,0,1000,Transport reactions
MAR07837,0,1000,Transport reactions
MAR07838,0,1000,Transport reactions
MAR07839,0,1000,Transport reactions
MAR07840,0,1000,Transport reactions
MAR07841,0,1000,Transport reactions
MAR07842,0,1000,Transport reactions
MAR07843,0,1000,Transport reactions
MAR07844,0,1000,Transport reactions
MAR07845,0,1000,Transport reactions
MAR07846,0,1000,Transport reactions
MAR07847,0,1000,Transport reactions
MAR07848,0,1000,Transport reactions
MAR07849,0,1000,Transport reactions
MAR07850,0,1000,Transport reactions
MAR07851,0,1000,Transport reactions
MAR07852,0,1000,Transport reactions
MAR07853,0,1000,Transport reactions
MAR07854,0,1000,Transport reactions
MAR07995,0,0,Transport reactions
MAR08356,0,0.830646697,Transport reactions
MAR08365,0,1.07084008,Transport reactions
MAR08475,0,0,Transport reactions
MAR08505,0,0.615528272,Transport reactions
MAR08510,0,0.059699255,Transport reactions
MAR08513,-0.059699492,0,Transport reactions
MAR08562,0,0.0154941,Transport reactions
MAR08614,0.000972,0.001080644,Transport reactions
MAR08741,-1000,1000,Transport reactions
MAR08742,-1000,1000,Transport reactions
MAR08776,0,0.353137059,Transport reactions
MAR00713,0,0.007168296,Transport reactions
MAR01104,0,0,Transport reactions
MAR01144,0,0.014026419,Transport reactions
MAR01242,0,0,Transport reactions
MAR01286,0,0,Transport reactions
MAR01443,-0.047128127,0.045717591,Transport reactions
MAR02407,0,0.019387386,Transport reactions
MAR02509,0,0.018753261,Transport reactions
MAR03007,-0.192429096,0.820166497,Transport reactions
MAR03008,0,0.814278694,Transport reactions
MAR03011,0,0.277054033,Transport reactions
MAR03013,0,0.814278694,Transport reactions
MAR03014,0,0.814278694,Transport reactions
MAR03017,0,0.007935985,Transport reactions
MAR03018,0,0.005478702,Transport reactions
MAR03021,0,0.007140664,Transport reactions
MAR03022,0,0.018371238,Transport reactions
MAR03023,0,0.01377828,Transport reactions
MAR03024,0,0.018752758,Transport reactions
MAR03025,0,0.055112848,Transport reactions
MAR03026,-1000,1000,Transport reactions
MAR03473,0,0.415624568,Transport reactions
MAR04393,0,0.252450405,Transport reactions
MAR04908,-0.140377422,0,Transport reactions
MAR04930,-0.820166497,0.192424644,Transport reactions
MAR04986,0,0,Transport reactions
MAR05452,0,0,Transport reactions
MAR06986,0,0.00716842,Transport reactions
MAR07590,7.78E-07,0.065082885,Transport reactions
MAR07596,-0.065082885,0,Transport reactions
MAR07646,0,0.056257342,Transport reactions
MAR08754,0,0.047748165,Transport reactions
MAR08756,0,0.01,Transport reactions
MAR02564,0,0,Transport reactions
MAR02585,0,0.020453815,Transport reactions
MAR04904,0,0,Transport reactions
MAR07653,0,0.814293007,Transport reactions
MAR07664,0,0.814293007,Transport reactions
MAR07765,0.000972,0.028397672,Transport reactions
MAR07767,-0.028397602,-0.000972,Transport reactions
MAR07792,0,0.001080644,Transport reactions
MAR07796,0,0,Transport reactions
MAR08028,0,0.01,Transport reactions
MAR08082,0,0.814374101,Transport reactions
MAR08476,0,0,Transport reactions
MAR08639,0.001944,0.002161312,Transport reactions
MAR08828,-0.407449698,0.814977913,Transport reactions
MAR08840,0,0.271659304,Transport reactions
MAR08844,0,0.271455184,Transport reactions
MAR00831,0,0.430552467,Transport reactions
MAR00913,0,0.814278694,Transport reactions
MAR00929,0,0.160185972,Transport reactions
MAR01917,-1000,0.004851584,Transport reactions
MAR03987,0,0,Transport reactions
MAR04887,2.090448091,4.71590998,Transport reactions
MAR04907,0.836960535,1.170099992,Transport reactions
MAR05047,0.836960535,1.651241689,Transport reactions
MAR05048,0.018599123,0.027859976,Transport reactions
MAR05049,0.043397954,0.0606716,Transport reactions
MAR05050,0.051664231,0.072228096,Transport reactions
MAR05051,0.024798831,0.034669486,Transport reactions
MAR05052,0.035131677,0.049115188,Transport reactions
MAR05053,0,0.459656745,Transport reactions
MAR05054,0,0.036830756,Transport reactions
MAR05055,0.064063646,0.089562839,Transport reactions
MAR05056,0.072329923,0.101119334,Transport reactions
MAR05057,0.010332846,0.01588935,Transport reactions
MAR05058,0.016532554,0.023112991,Transport reactions
MAR05059,0,0.45965347,Transport reactions
MAR05060,0.037198246,0.052004247,Transport reactions
MAR05061,0.016532554,0.023112999,Transport reactions
MAR05062,0.043397954,0.060671621,Transport reactions
MAR05063,0.074396492,0.104008494,Transport reactions
MAR05064,0,0.459654096,Transport reactions
MAR05065,0.037198246,0.05200431,Transport reactions
MAR05066,0.045464523,0.063560824,Transport reactions
MAR05067,0.051664231,0.865950705,Transport reactions
MAR05204,0,0.000485332,Transport reactions
MAR05214,0.002066569,0.002889124,Transport reactions
MAR07196,-1.112704148,-0.191455968,Transport reactions
MAR07224,0,0,Transport reactions
MAR07374,0,0.007073549,Transport reactions
MAR07454,0,0.029565338,Transport reactions
MAR07483,0,0.027563736,Transport reactions
MAR07500,0,5.40E-05,Transport reactions
MAR07512,0,0,Transport reactions
MAR07524,0,5.40E-05,Transport reactions
MAR07540,0,5.40E-05,Transport reactions
MAR07556,0,5.40E-05,Transport reactions
MAR07570,0,0,Transport reactions
MAR07581,0,0.026217506,Transport reactions
MAR07584,0,0.027577521,Transport reactions
MAR07711,0,0.814291263,Transport reactions
MAR07714,-0.814315394,0,Transport reactions
MAR07715,0,0.814281236,Transport reactions
MAR07718,-0.814315394,0,Transport reactions
