"","ReactionID","Flux","ReactionName","Subsystem","Equation"
"3482","MAR05238",0,"HMR_5238","Pool reactions","LDL remnant[l] => 25 2-lysolecithin pool[l] + apoB100[l] + 110 CDP-diacylglycerol-LD-PI pool[l] + 220 H+[l] + 425 PC-LD pool[l] + 30 PE-LD pool[l] + 160 SM pool[l]"
"3483","MAR05247",0,"HMR_5247","Pool reactions","chylomicron remnant[l] => 2-lysolecithin pool[l] + apoB48[l] + apoE[l] + 2 cholesterol[l] + 3 cholesterol-ester pool[l] + 2 H+[l] + PC-LD pool[l] + PE-LD pool[l] + PI pool[l] + PS-LD pool[l] + SM pool[l] + 90 TAG-chylomicron pool[l]"
"3484","MAR00004",0,"HMR_0004","Transport reactions","1-acylglycerol-chylomicron pool[s] => 1-acylglycerol-chylomicron pool[c]"
"3485","MAR00006",0,"HMR_0006","Transport reactions","VLDL[s] => 10385 TAG-VLDL pool[s] + VLDL remnant[s]"
"3486","MAR00007",0,"HMR_0007","Transport reactions","H2O[s] + TAG-VLDL pool[s] => 1,2-diacylglycerol-VLDL pool[s] + fatty acid-VLDL pool[s]"
"3487","MAR00008",0,"HMR_0008","Transport reactions","1,2-diacylglycerol-VLDL pool[s] + H2O[s] => 1-acylglycerol-VLDL pool[s] + fatty acid-VLDL pool[s]"
"3488","MAR00009",0,"HMR_0009","Transport reactions","1-acylglycerol-VLDL pool[s] => 1-acylglycerol-VLDL pool[c]"
"3489","MAR00015",0,"HMR_0015","Transport reactions","NEFA blood pool in[s] => 0.0048 (10Z)-heptadecenoic acid[s] + 0.0016 (11Z,14Z)-eicosadienoic acid[s] + 0.0016 (11Z,14Z,17Z)-eicosatrienoic acid[s] + 0.0001 (13Z)-eicosenoic acid[s] + 0.0001 (13Z)-octadecenoic acid[s] + 0.0001 (13Z,16Z)-docosadienoic acid[s] + 0.0001 (4Z,7Z,10Z,13Z,16Z)-DPA[s] + 0.0001 (6Z,9Z)-octadecadienoic acid[s] + 0.0001 (6Z,9Z,12Z,15Z,18Z)-TPA[s] + 0.0001 (6Z,9Z,12Z,15Z,18Z,21Z)-THA[s] + 0.0001 (7Z)-octadecenoic acid[s] + 0.0001 (7Z)-tetradecenoic acid[s] + 0.0001 (9E)-tetradecenoic acid[s] + 0.0001 (9Z,12Z,15Z,18Z)-TTA[s] + 0.0001 (9Z,12Z,15Z,18Z,21Z)-TPA[s] + 0.0001 10,13,16,19-docosatetraenoic acid[s] + 0.0001 10,13,16-docosatriynoic acid[s] + 0.0001 12,15,18,21-tetracosatetraenoic acid[s] + 0.0001 13,16,19-docosatrienoic acid[s] + 0.0001 7-palmitoleic acid[s] + 0.0001 8,11-eicosadienoic acid[s] + 0.0001 9-eicosenoic acid[s] + 0.0001 9-heptadecylenic acid[s] + 0.0017 adrenic acid[s] + 0.0137 arachidonate[s] + 0.0007 behenic acid[s] + 0.0005 cerotic acid[s] + 0.0001 cis-cetoleic acid[s] + 0.0002 cis-erucic acid[s] + 0.0001 cis-gondoic acid[s] + 0.0001 cis-vaccenic acid[s] + 0.0046 DHA[s] + 0.0025 dihomo-gamma-linolenate[s] + 0.0019 DPA[s] + 0.0011 eicosanoate[s] + 0.0001 elaidate[s] + 0.002 EPA[s] + 0.0048 gamma-linolenate[s] + 0.0001 henicosanoic acid[s] + 0.0034 lauric acid[s] + 0.0012 lignocerate[s] + 0.071 linoleate[s] + 0.0005 linolenate[s] + 0.0056 margaric acid[s] + 0.0005 mead acid[s] + 0.0283 myristic acid[s] + 0.0003 nervonic acid[s] + 0.0001 nonadecylic acid[s] + 0.3746 oleate[s] + 0.0001 omega-3-arachidonic acid[s] + 0.2949 palmitate[s] + 0.0686 palmitolate[s] + 0.003 pentadecylic acid[s] + 0.0001 physeteric acid[s] + 0.1031 stearate[s] + 0.0001 stearidonic acid[s] + 0.0002 tricosanoic acid[s] + 0.0001 tridecylic acid[s] + 0.0001 ximenic acid[s]"
"3490","MAR00155",-0.247693115161901,"HMR_0155","Transport reactions","butyrate[s] <=> butyrate[c]"
"3491","MAR00164",0,"HMR_0164","Transport reactions","valeric acid[s] <=> valeric acid[c]"
"3492","MAR00167",0,"HMR_0167","Transport reactions","hexanoic acid[s] <=> hexanoic acid[c]"
"3493","MAR00170",0,"HMR_0170","Transport reactions","heptylic acid[s] <=> heptylic acid[c]"
"3494","MAR00173",-0.344230915838727,"OCTAt;OCTAte","Transport reactions","octanoic acid[s] <=> octanoic acid[c]"
"3495","MAR00176",0,"HMR_0176","Transport reactions","nonanoic acid[s] <=> nonanoic acid[c]"
"3496","MAR00179",-1,"DCATDc","Transport reactions","decanoic acid[s] <=> decanoic acid[c]"
"3497","MAR00183",0,"HMR_0183","Transport reactions","undecylic acid[s] <=> undecylic acid[c]"
"3498","MAR00187",0,"DDCAte","Transport reactions","lauric acid[s] => lauric acid[c]"
"3499","MAR00190",0,"DDCAFATP","Transport reactions","ATP[c] + H2O[c] + lauric acid[c] => ADP[c] + H+[c] + lauric acid[s] + Pi[c]"
"3500","MAR00191",0,"HMR_0191","Transport reactions","tridecylic acid[s] => tridecylic acid[c]"
"3501","MAR00194",0,"HMR_0194","Transport reactions","ATP[c] + H2O[c] + tridecylic acid[c] => ADP[c] + H+[c] + Pi[c] + tridecylic acid[s]"
"3502","MAR00195",0,"TTDCAtr","Transport reactions","myristic acid[s] => myristic acid[c]"
"3503","MAR00198",0,"r1529","Transport reactions","ATP[c] + H2O[c] + myristic acid[c] => ADP[c] + H+[c] + myristic acid[s] + Pi[c]"
"3504","MAR00199",0,"TTDCEAt","Transport reactions","(9E)-tetradecenoic acid[s] => (9E)-tetradecenoic acid[c]"
"3505","MAR00202",0,"TTDCEAATP","Transport reactions","(9E)-tetradecenoic acid[c] + ATP[c] + H2O[c] => (9E)-tetradecenoic acid[s] + ADP[c] + H+[c] + Pi[c]"
"3506","MAR00203",0,"HMR_0203","Transport reactions","(7Z)-tetradecenoic acid[s] => (7Z)-tetradecenoic acid[c]"
"3507","MAR00207",0,"HMR_0207","Transport reactions","(7Z)-tetradecenoic acid[c] + ATP[c] + H2O[c] => (7Z)-tetradecenoic acid[s] + ADP[c] + H+[c] + Pi[c]"
"3508","MAR00208",0,"HMR_0208","Transport reactions","physeteric acid[s] => physeteric acid[c]"
"3509","MAR00211",0,"HMR_0211","Transport reactions","ATP[c] + H2O[c] + physeteric acid[c] => ADP[c] + H+[c] + physeteric acid[s] + Pi[c]"
"3510","MAR00212",0,"PTDCAt","Transport reactions","pentadecylic acid[s] => pentadecylic acid[c]"
"3511","MAR00215",0,"HMR_0215","Transport reactions","ATP[c] + H2O[c] + pentadecylic acid[c] => ADP[c] + H+[c] + pentadecylic acid[s] + Pi[c]"
"3512","MAR00216",0,"HDCAtr","Transport reactions","palmitate[s] => palmitate[c]"
"3513","MAR00224",0,"r1515","Transport reactions","ATP[c] + H2O[c] + palmitate[c] => ADP[c] + H+[c] + palmitate[s] + Pi[c]"
"3514","MAR00225",0,"HDCEAtr","Transport reactions","palmitolate[s] => palmitolate[c]"
"3515","MAR00231",0,"r1523","Transport reactions","ATP[c] + H2O[c] + palmitolate[c] => ADP[c] + H+[c] + palmitolate[s] + Pi[c]"
"3516","MAR00232",0,"HMR_0232","Transport reactions","7-palmitoleic acid[s] => 7-palmitoleic acid[c]"
"3517","MAR00235",0,"HMR_0235","Transport reactions","7-palmitoleic acid[c] + ATP[c] + H2O[c] => 7-palmitoleic acid[s] + ADP[c] + H+[c] + Pi[c]"
"3518","MAR00236",0,"HPDCAt","Transport reactions","margaric acid[s] => margaric acid[c]"
"3519","MAR00239",0,"HMR_0239","Transport reactions","ATP[c] + H2O[c] + margaric acid[c] => ADP[c] + H+[c] + margaric acid[s] + Pi[c]"
"3520","MAR00240",0,"HMR_0240","Transport reactions","(10Z)-heptadecenoic acid[s] => (10Z)-heptadecenoic acid[c]"
"3521","MAR00243",0,"HMR_0243","Transport reactions","(10Z)-heptadecenoic acid[c] + ATP[c] + H2O[c] => (10Z)-heptadecenoic acid[s] + ADP[c] + H+[c] + Pi[c]"
"3522","MAR00244",0,"HMR_0244","Transport reactions","9-heptadecylenic acid[s] => 9-heptadecylenic acid[c]"
"3523","MAR00247",0,"HMR_0247","Transport reactions","9-heptadecylenic acid[c] + ATP[c] + H2O[c] => 9-heptadecylenic acid[s] + ADP[c] + H+[c] + Pi[c]"
"3524","MAR00248",0,"OCDCAtr","Transport reactions","stearate[s] => stearate[c]"
"3525","MAR00253",0,"HMR_0253","Transport reactions","ATP[c] + H2O[c] + stearate[c] => ADP[c] + H+[c] + Pi[c] + stearate[s]"
"3526","MAR00254",0,"HMR_0254","Transport reactions","(13Z)-octadecenoic acid[s] => (13Z)-octadecenoic acid[c]"
"3527","MAR00257",0,"HMR_0257","Transport reactions","(13Z)-octadecenoic acid[c] + ATP[c] + H2O[c] => (13Z)-octadecenoic acid[s] + ADP[c] + H+[c] + Pi[c]"
"3528","MAR00258",0,"VACCt","Transport reactions","cis-vaccenic acid[s] => cis-vaccenic acid[c]"
"3529","MAR00261",0,"HMR_0261","Transport reactions","ATP[c] + cis-vaccenic acid[c] + H2O[c] => ADP[c] + cis-vaccenic acid[s] + H+[c] + Pi[c]"
"3530","MAR00262",0,"OCDCEAtr","Transport reactions","oleate[s] => oleate[c]"
"3531","MAR00265",0,"r1516","Transport reactions","ATP[c] + H2O[c] + oleate[c] => ADP[c] + H+[c] + oleate[s] + Pi[c]"
"3532","MAR00266",0,"ELAIDt","Transport reactions","elaidate[s] => elaidate[c]"
"3533","MAR00269",0,"r1519","Transport reactions","ATP[c] + elaidate[c] + H2O[c] => ADP[c] + elaidate[s] + H+[c] + Pi[c]"
"3534","MAR00270",0,"HMR_0270","Transport reactions","(7Z)-octadecenoic acid[s] => (7Z)-octadecenoic acid[c]"
"3535","MAR00273",0,"HMR_0273","Transport reactions","(7Z)-octadecenoic acid[c] + ATP[c] + H2O[c] => (7Z)-octadecenoic acid[s] + ADP[c] + H+[c] + Pi[c]"
"3536","MAR00274",0,"LNELDCt","Transport reactions","(6Z,9Z)-octadecadienoic acid[s] => (6Z,9Z)-octadecadienoic acid[c]"
"3537","MAR00277",0,"HMR_0277","Transport reactions","(6Z,9Z)-octadecadienoic acid[c] + ATP[c] + H2O[c] => (6Z,9Z)-octadecadienoic acid[s] + ADP[c] + H+[c] + Pi[c]"
"3538","MAR00278",0,"HMR_0278","Transport reactions","nonadecylic acid[s] => nonadecylic acid[c]"
"3539","MAR00281",0,"HMR_0281","Transport reactions","ATP[c] + H2O[c] + nonadecylic acid[c] => ADP[c] + H+[c] + nonadecylic acid[s] + Pi[c]"
"3540","MAR00282",0,"ARACHt","Transport reactions","eicosanoate[s] => eicosanoate[c]"
"3541","MAR00287",0,"HMR_0287","Transport reactions","ATP[c] + eicosanoate[c] + H2O[c] => ADP[c] + eicosanoate[s] + H+[c] + Pi[c]"
"3542","MAR00288",0,"HMR_0288","Transport reactions","(13Z)-eicosenoic acid[s] => (13Z)-eicosenoic acid[c]"
"3543","MAR00291",0,"HMR_0291","Transport reactions","(13Z)-eicosenoic acid[c] + ATP[c] + H2O[c] => (13Z)-eicosenoic acid[s] + ADP[c] + H+[c] + Pi[c]"
"3544","MAR00292",0,"HMR_0292","Transport reactions","cis-gondoic acid[s] => cis-gondoic acid[c]"
"3545","MAR00295",0,"CE2510t","Transport reactions","ATP[c] + cis-gondoic acid[c] + H2O[c] => ADP[c] + cis-gondoic acid[s] + H+[c] + Pi[c]"
"3546","MAR00296",0,"HMR_0296","Transport reactions","9-eicosenoic acid[s] => 9-eicosenoic acid[c]"
"3547","MAR00299",0,"HMR_0299","Transport reactions","9-eicosenoic acid[c] + ATP[c] + H2O[c] => 9-eicosenoic acid[s] + ADP[c] + H+[c] + Pi[c]"
"3548","MAR00300",0,"HMR_0300","Transport reactions","8,11-eicosadienoic acid[s] => 8,11-eicosadienoic acid[c]"
"3549","MAR00303",0,"HMR_0303","Transport reactions","8,11-eicosadienoic acid[c] + ATP[c] + H2O[c] => 8,11-eicosadienoic acid[s] + ADP[c] + H+[c] + Pi[c]"
"3550","MAR00304",0,"HMR_0304","Transport reactions","mead acid[s] => mead acid[c]"
"3551","MAR00307",0,"HMR_0307","Transport reactions","ATP[c] + H2O[c] + mead acid[c] => ADP[c] + H+[c] + mead acid[s] + Pi[c]"
"3552","MAR00308",0,"HMR_0308","Transport reactions","henicosanoic acid[s] => henicosanoic acid[c]"
"3553","MAR00311",0,"HMR_0311","Transport reactions","ATP[c] + H2O[c] + henicosanoic acid[c] => ADP[c] + H+[c] + henicosanoic acid[s] + Pi[c]"
"3554","MAR00312",0,"DOCOSACTDe","Transport reactions","behenic acid[s] => behenic acid[c]"
"3555","MAR00317",0,"HMR_0317","Transport reactions","ATP[c] + behenic acid[c] + H2O[c] => ADP[c] + behenic acid[s] + H+[c] + Pi[c]"
"3556","MAR00318",0,"CE2512te","Transport reactions","cis-erucic acid[s] => cis-erucic acid[c]"
"3557","MAR00321",0,"HMR_0321","Transport reactions","ATP[c] + cis-erucic acid[c] + H2O[c] => ADP[c] + cis-erucic acid[s] + H+[c] + Pi[c]"
"3558","MAR00322",0,"HMR_0322","Transport reactions","cis-cetoleic acid[s] => cis-cetoleic acid[c]"
"3559","MAR00325",0,"HMR_0325","Transport reactions","ATP[c] + cis-cetoleic acid[c] + H2O[c] => ADP[c] + cis-cetoleic acid[s] + H+[c] + Pi[c]"
"3560","MAR00326",0,"HMR_0326","Transport reactions","tricosanoic acid[s] => tricosanoic acid[c]"
"3561","MAR00329",0,"HMR_0329","Transport reactions","ATP[c] + H2O[c] + tricosanoic acid[c] => ADP[c] + H+[c] + Pi[c] + tricosanoic acid[s]"
"3562","MAR00330",0,"LGNCt","Transport reactions","lignocerate[s] => lignocerate[c]"
"3563","MAR00335",0,"r1522","Transport reactions","ATP[c] + H2O[c] + lignocerate[c] => ADP[c] + H+[c] + lignocerate[s] + Pi[c]"
"3564","MAR00336",0,"CE2513td","Transport reactions","nervonic acid[s] => nervonic acid[c]"
"3565","MAR00339",0,"CE2513ATP","Transport reactions","ATP[c] + H2O[c] + nervonic acid[c] => ADP[c] + H+[c] + nervonic acid[s] + Pi[c]"
"3566","MAR00340",0,"HEXCt","Transport reactions","cerotic acid[s] => cerotic acid[c]"
"3567","MAR00343",0,"HMR_0343","Transport reactions","ATP[c] + cerotic acid[c] + H2O[c] => ADP[c] + cerotic acid[s] + H+[c] + Pi[c]"
"3568","MAR00344",0,"HMR_0344","Transport reactions","ximenic acid[s] => ximenic acid[c]"
"3569","MAR00347",0,"HMR_0347","Transport reactions","ATP[c] + H2O[c] + ximenic acid[c] => ADP[c] + H+[c] + Pi[c] + ximenic acid[s]"
"3570","MAR00348",0,"LNLNCAt","Transport reactions","linolenate[s] => linolenate[c]"
"3571","MAR00351",0,"r1521","Transport reactions","ATP[c] + H2O[c] + linolenate[c] => ADP[c] + H+[c] + linolenate[s] + Pi[c]"
"3572","MAR00352",0,"STRDNCt","Transport reactions","stearidonic acid[s] => stearidonic acid[c]"
"3573","MAR00355",0,"r1517","Transport reactions","ATP[c] + H2O[c] + stearidonic acid[c] => ADP[c] + H+[c] + Pi[c] + stearidonic acid[s]"
"3574","MAR00356",0,"EICOSTETt","Transport reactions","omega-3-arachidonic acid[s] => omega-3-arachidonic acid[c]"
"3575","MAR00359",0,"HMR_0359","Transport reactions","ATP[c] + H2O[c] + omega-3-arachidonic acid[c] => ADP[c] + H+[c] + omega-3-arachidonic acid[s] + Pi[c]"
"3576","MAR00360",0,"TMNDNCt","Transport reactions","EPA[s] => EPA[c]"
"3577","MAR00363",0,"HMR_0363","Transport reactions","ATP[c] + EPA[c] + H2O[c] => ADP[c] + EPA[s] + H+[c] + Pi[c]"
"3578","MAR00364",0,"CLPNDt","Transport reactions","DPA[s] => DPA[c]"
"3579","MAR00367",0,"HMR_0367","Transport reactions","ATP[c] + DPA[c] + H2O[c] => ADP[c] + DPA[s] + H+[c] + Pi[c]"
"3580","MAR00368",0,"TETPENT3t","Transport reactions","(9Z,12Z,15Z,18Z,21Z)-TPA[s] => (9Z,12Z,15Z,18Z,21Z)-TPA[c]"
"3581","MAR00371",0,"HMR_0371","Transport reactions","(9Z,12Z,15Z,18Z,21Z)-TPA[c] + ATP[c] + H2O[c] => (9Z,12Z,15Z,18Z,21Z)-TPA[s] + ADP[c] + H+[c] + Pi[c]"
"3582","MAR00372",0,"TETHEX3t","Transport reactions","(6Z,9Z,12Z,15Z,18Z,21Z)-THA[s] => (6Z,9Z,12Z,15Z,18Z,21Z)-THA[c]"
"3583","MAR00375",0,"HMR_0375","Transport reactions","(6Z,9Z,12Z,15Z,18Z,21Z)-THA[c] + ATP[c] + H2O[c] => (6Z,9Z,12Z,15Z,18Z,21Z)-THA[s] + ADP[c] + H+[c] + Pi[c]"
"3584","MAR00376",0,"CRVNCtr;CE0328te","Transport reactions","DHA[s] => DHA[c]"
"3585","MAR00379",0,"CE0328t","Transport reactions","ATP[c] + DHA[c] + H2O[c] => ADP[c] + DHA[s] + H+[c] + Pi[c]"
"3586","MAR00380",0,"HMR_0380","Transport reactions","(11Z,14Z,17Z)-eicosatrienoic acid[s] => (11Z,14Z,17Z)-eicosatrienoic acid[c]"
"3587","MAR00383",0,"HMR_0383","Transport reactions","(11Z,14Z,17Z)-eicosatrienoic acid[c] + ATP[c] + H2O[c] => (11Z,14Z,17Z)-eicosatrienoic acid[s] + ADP[c] + H+[c] + Pi[c]"
"3588","MAR00384",0,"HMR_0384","Transport reactions","13,16,19-docosatrienoic acid[s] => 13,16,19-docosatrienoic acid[c]"
"3589","MAR00387",0,"HMR_0387","Transport reactions","13,16,19-docosatrienoic acid[c] + ATP[c] + H2O[c] => 13,16,19-docosatrienoic acid[s] + ADP[c] + H+[c] + Pi[c]"
"3590","MAR00388",0,"HMR_0388","Transport reactions","10,13,16,19-docosatetraenoic acid[s] => 10,13,16,19-docosatetraenoic acid[c]"
"3591","MAR00391",0,"HMR_0391","Transport reactions","10,13,16,19-docosatetraenoic acid[c] + ATP[c] + H2O[c] => 10,13,16,19-docosatetraenoic acid[s] + ADP[c] + H+[c] + Pi[c]"
"3592","MAR00392",0,"HMR_0392","Transport reactions","12,15,18,21-tetracosatetraenoic acid[s] => 12,15,18,21-tetracosatetraenoic acid[c]"
"3593","MAR00395",0,"HMR_0395","Transport reactions","12,15,18,21-tetracosatetraenoic acid[c] + ATP[c] + H2O[c] => 12,15,18,21-tetracosatetraenoic acid[s] + ADP[c] + H+[c] + Pi[c]"
"3594","MAR00396",0,"LNLCt","Transport reactions","linoleate[s] => linoleate[c]"
"3595","MAR00399",0,"r1518","Transport reactions","ATP[c] + H2O[c] + linoleate[c] => ADP[c] + H+[c] + linoleate[s] + Pi[c]"
"3596","MAR00400",0,"LNLNCGt","Transport reactions","gamma-linolenate[s] => gamma-linolenate[c]"
"3597","MAR00403",0,"r1520","Transport reactions","ATP[c] + gamma-linolenate[c] + H2O[c] => ADP[c] + gamma-linolenate[s] + H+[c] + Pi[c]"
"3598","MAR00404",0,"DLNLCGt","Transport reactions","dihomo-gamma-linolenate[s] => dihomo-gamma-linolenate[c]"
"3599","MAR00407",0,"r1525","Transport reactions","ATP[c] + dihomo-gamma-linolenate[c] + H2O[c] => ADP[c] + dihomo-gamma-linolenate[s] + H+[c] + Pi[c]"
"3600","MAR00408",0,"ARACHDt2","Transport reactions","arachidonate[s] => arachidonate[c]"
"3601","MAR00411",0,"r1514","Transport reactions","arachidonate[c] + ATP[c] + H2O[c] => ADP[c] + arachidonate[s] + H+[c] + Pi[c]"
"3602","MAR00412",0,"ADRNt","Transport reactions","adrenic acid[s] => adrenic acid[c]"
"3603","MAR00415",0,"HMR_0415","Transport reactions","adrenic acid[c] + ATP[c] + H2O[c] => ADP[c] + adrenic acid[s] + H+[c] + Pi[c]"
"3604","MAR00416",0,"TETTET6t","Transport reactions","(9Z,12Z,15Z,18Z)-TTA[s] => (9Z,12Z,15Z,18Z)-TTA[c]"
"3605","MAR00419",0,"HMR_0419","Transport reactions","(9Z,12Z,15Z,18Z)-TTA[c] + ATP[c] + H2O[c] => (9Z,12Z,15Z,18Z)-TTA[s] + ADP[c] + H+[c] + Pi[c]"
"3606","MAR00420",0,"TETPENT6t","Transport reactions","(6Z,9Z,12Z,15Z,18Z)-TPA[s] => (6Z,9Z,12Z,15Z,18Z)-TPA[c]"
"3607","MAR00423",0,"HMR_0423","Transport reactions","(6Z,9Z,12Z,15Z,18Z)-TPA[c] + ATP[c] + H2O[c] => (6Z,9Z,12Z,15Z,18Z)-TPA[s] + ADP[c] + H+[c] + Pi[c]"
"3608","MAR00424",0,"DCSPTN1t","Transport reactions","(4Z,7Z,10Z,13Z,16Z)-DPA[s] => (4Z,7Z,10Z,13Z,16Z)-DPA[c]"
"3609","MAR00427",0,"HMR_0427","Transport reactions","(4Z,7Z,10Z,13Z,16Z)-DPA[c] + ATP[c] + H2O[c] => (4Z,7Z,10Z,13Z,16Z)-DPA[s] + ADP[c] + H+[c] + Pi[c]"
"3610","MAR00428",0,"HMR_0428","Transport reactions","(11Z,14Z)-eicosadienoic acid[s] => (11Z,14Z)-eicosadienoic acid[c]"
"3611","MAR00431",0,"HMR_0431","Transport reactions","(11Z,14Z)-eicosadienoic acid[c] + ATP[c] + H2O[c] => (11Z,14Z)-eicosadienoic acid[s] + ADP[c] + H+[c] + Pi[c]"
"3612","MAR00432",0,"HMR_0432","Transport reactions","(13Z,16Z)-docosadienoic acid[s] => (13Z,16Z)-docosadienoic acid[c]"
"3613","MAR00435",0,"HMR_0435","Transport reactions","(13Z,16Z)-docosadienoic acid[c] + ATP[c] + H2O[c] => (13Z,16Z)-docosadienoic acid[s] + ADP[c] + H+[c] + Pi[c]"
"3614","MAR00436",0,"HMR_0436","Transport reactions","10,13,16-docosatriynoic acid[s] => 10,13,16-docosatriynoic acid[c]"
"3615","MAR00439",0,"HMR_0439","Transport reactions","10,13,16-docosatriynoic acid[c] + ATP[c] + H2O[c] => 10,13,16-docosatriynoic acid[s] + ADP[c] + H+[c] + Pi[c]"
"3616","MAR00440",0,"","Transport reactions","phytanic acid[s] => phytanic acid[c]"
"3617","MAR00476",0,"PCt","Transport reactions","ATP[c] + H2O[c] + PC-LD pool[c] => ADP[c] + H+[c] + PC-LD pool[s] + Pi[c]"
"3618","MAR00770",0,"HMR_0770","Transport reactions","glucosylceramide pool[c] <=> glucosylceramide pool[s]"
"3619","MAR01082",0.00695652200738705,"r2341","Transport reactions","leukotriene C4[c] => leukotriene C4[s]"
"3620","MAR01086",0,"LEUKTRE4t","Transport reactions","leukotriene E4[c] <=> leukotriene E4[s]"
"3621","MAR01911",0,"CHSTEROLt","Transport reactions","ATP[c] + cholesterol[c] + H2O[c] => ADP[c] + cholesterol[s] + H+[c] + Pi[c]"
"3622","MAR01914",0,"r2439","Transport reactions","HCO3-[c] + sulfate[s] => HCO3-[s] + sulfate[c]"
"3623","MAR03858",0,"D_LACt2","Transport reactions","D-lactate[s] + H+[s] => D-lactate[c] + H+[c]"
"3624","MAR03916",0,"MTHFTe;5MTHFt","Transport reactions","5-methyl-THF[c] <=> 5-methyl-THF[s]"
"3625","MAR03959",-1,"O2St","Transport reactions","O2-[c] <=> O2-[s]"
"3626","MAR04063",0,"r0871","Transport reactions","pyridoxal-phosphate[c] <=> pyridoxal-phosphate[s]"
"3627","MAR04321",0,"FRUt1r","Transport reactions","fructose[c] <=> fructose[s]"
"3628","MAR04434",0.00304347799261295,"r2483","Transport reactions","HCO3-[c] + histamine[s] + S-glutathionyl-2-4-dinitrobenzene[c] <=> HCO3-[s] + histamine[c] + S-glutathionyl-2-4-dinitrobenzene[s]"
"3629","MAR04721",0.0021757778042697,"r0974","Transport reactions","Na+[s] + pantothenate[s] => Na+[c] + pantothenate[c]"
"3630","MAR04844",0,"r0809","Transport reactions","adenosine[c] + inosine[s] <=> adenosine[s] + inosine[c]"
"3631","MAR04845",0,"ADNt4","Transport reactions","adenosine[s] + Na+[s] => adenosine[c] + Na+[c]"
"3632","MAR04849",0,"r0817;CITRtr","Transport reactions","citrulline[c] <=> citrulline[s]"
"3633","MAR04858",0.124926282935446,"GALt1r","Transport reactions","galactose[c] <=> galactose[s]"
"3634","MAR04896",-0.01,"O2t","Transport reactions","O2[c] <=> O2[s]"
"3635","MAR04911",0,"","Transport reactions","3 Na+[s] + 2 Pi[s] => 3 Na+[c] + 2 Pi[c]"
"3636","MAR04912",0,"PIt9","Transport reactions","2 Na+[s] + Pi[s] => 2 Na+[c] + Pi[c]"
"3637","MAR04919",5.23372796515761,"CO2t","Transport reactions","CO2[c] <=> CO2[s]"
"3638","MAR04928",0,"PYRt2r","Transport reactions","H+[s] + pyruvate[s] => H+[c] + pyruvate[c]"
"3639","MAR04931",0,"CYSTGLUex","Transport reactions","cystine[s] + glutamate[c] => cystine[c] + glutamate[s]"
"3640","MAR04933",0,"r0879","Transport reactions","AKG[s] + Na+[s] => AKG[c] + Na+[c]"
"3641","MAR04935",0,"ACt2r","Transport reactions","acetate[s] + H+[s] => acetate[c] + H+[c]"
"3642","MAR04946",0,"SO4HCOtex","Transport reactions","2 HCO3-[c] + sulfate[s] => 2 HCO3-[s] + sulfate[c]"
"3643","MAR04947",0,"r0892","Transport reactions","UTP[c] <=> UTP[s]"
"3644","MAR04954",0.0557098723527409,"CHOLtu","Transport reactions","choline[c] <=> choline[s]"
"3645","MAR04956",0,"NKCCt","Transport reactions","2 chloride[s] + K+[s] + Na+[s] => 2 chloride[c] + K+[c] + Na+[c]"
"3646","MAR04969",-0.00435155560854072,"NCAMDe;NCAMUP","Transport reactions","nicotinamide[c] <=> nicotinamide[s]"
"3647","MAR04973",0,"MANt1r","Transport reactions","mannose[c] <=> mannose[s]"
"3648","MAR04976",0,"ACACt2","Transport reactions","acetoacetate[s] + H+[s] => acetoacetate[c] + H+[c]"
"3649","MAR04992",-0.01,"r0942","Transport reactions","creatine[c] <=> creatine[s]"
"3650","MAR04996",0,"GAMt1r","Transport reactions","glucosamine[s] => glucosamine[c]"
"3651","MAR04999",0.00304347799261295,"HISTAtu","Transport reactions","histamine[c] <=> histamine[s]"
"3652","MAR05000",0,"ETOHt","Transport reactions","ethanol[c] <=> ethanol[s]"
"3653","MAR05003",-0.00152304446298906,"CYTDt","Transport reactions","cytidine[c] <=> cytidine[s]"
"3654","MAR05007",0,"r0963","Transport reactions","folate[s] => folate[c]"
"3655","MAR05008",0,"DURIt","Transport reactions","deoxyuridine[c] <=> deoxyuridine[s]"
"3656","MAR05018",0,"BHBt","Transport reactions","(R)-3-hydroxybutanoate[s] + H+[s] => (R)-3-hydroxybutanoate[c] + H+[c]"
"3657","MAR05021",0,"ASCBt4","Transport reactions","ascorbate[s] + Na+[s] => ascorbate[c] + Na+[c]"
"3658","MAR05029",0,"GLCGLUT2;GLCt1r","Transport reactions","glucose[c] <=> glucose[s]"
"3659","MAR05032",0,"ADNt","Transport reactions","adenosine[c] <=> adenosine[s]"
"3660","MAR05034",0,"THYMDtr2;THYMDt1","Transport reactions","thymidine[c] <=> thymidine[s]"
"3661","MAR05035",0,"URIt","Transport reactions","uridine[c] <=> uridine[s]"
"3662","MAR05037",0,"GSNt","Transport reactions","guanosine[c] <=> guanosine[s]"
"3663","MAR05041",0,"r1045","Transport reactions","deoxyguanosine[s] + Na+[s] => deoxyguanosine[c] + Na+[c]"
"3664","MAR05042",0,"INSt","Transport reactions","inosine[c] <=> inosine[s]"
"3665","MAR05068",0,"ARGtD","Transport reactions","arginine[s] => arginine[c]"
"3666","MAR05070",0.0155274156619047,"HISCAT1;HIStiDF","Transport reactions","histidine[c] <=> histidine[s]"
"3667","MAR05071",0,"LYStiDF","Transport reactions","lysine[s] => lysine[c]"
